RecID|PriceCode|Description|Price
666|K-01-112|2 9/16 in  5000 lb 2 7/8 in Tubing |265.5
667|K-01-113|3 1/8 in  5000 lb 3 1/2 in Tubing |339.9
668|K-01-114|4 1/16 in  5000 lb 4 1/2 in Tubing |628.5
669|K-01-115|7 1/16 in  5000 lb NONE |1042.8
670|K-01-116|2 1/16 in  10000 lb 2 3/8 in Tubing |515.7
671|K-01-117|2 9/16 in  10000 lb 2 7/8 in Tubing |772.8
672|K-01-118|3 1/16 in  10000 lb 3 1/2 in Tubing |996.9
673|K-01-119|4 1/16 in  10000 lb 4 1/2 in Tubing |1140.3
674|K-01-120|1 13/16 in  15000 lb NONE |726
675|K-01-121|2 1/16 in  15000 lb NONE |893.4
676|K-01-122|2 9/16 in  15000 lb NONE |1090.5
677|K-01-123|3 1/16 in  15000 lb NONE |1404.9
678|K-01-124|4 1/16 in  15000 lb NONE |2290.8
679|K-01-125|1 13/16 in  20000 lb NONE |963.9
680|K-01-126|2 9/16 in  20000 lb NONE |1621.5
681|K-01-127|3 1/16 in  20000 lb NONE |2004
682|K-01-128|3 1/8 in  2000 lb 2 7/8 in Tubing |193.8
683|K-01-129|3 1/8 in  3000 lb 2 7/8 in Tubing |245.7
684|K-01-130|4 1/16 in  3000 lb 4 1/2 in Tubing |539.4
685|K-01-131|2 9/16 in  5000 lb 2 7/8 in Tubing Stainless Steel |829.2
686|K-01-132|2 1/16 in  10000 lb 2 3/8 in Tubing Stainless Steel |877.8
687|K-01-133|2 9/16 in  10000 lb 2 7/8 in Tubing Stainless Steel |1425
688|K-01-134|3 1/16 in  10000 lb 3 1/2 in Tubing Stainless Steel |1812.3
689|K-01-135|2 1/16 in  15000 lb 2 3/8 in Tubing |861
690|K-01-136|2 9/16 in  15000 lb 2 7/8 in Tubing |1265.7
691|K-01-137|3 1/16 in  15000 lb 3 1/2 in Tubing Stainless Steel |2052
692|K-01-138|4 1/16 in  15000 lb 3 1/2 in Tubing Stainless Steel |2293.5
693|K-02-105|2 1/16 in  2000 2 1/16 in  2000 Alloy|991.44
694|K-02-106|2 9/16 in  2000 2 1/16 in  2000 Alloy|1175.58
695|K-02-107|2 9/16 in  2000 2 9/16 in 2000 Alloy|1277.1
696|K-02-108|3 1/16 in  2000 2 1/16 in  2000 Alloy|1247.4
697|K-02-109|3 1/16 in  2000 2 9/16 in 2000 Alloy|1344.6
698|K-02-110|3 1/16 in  2000 3 1/16 in  2000 Alloy|1373.22
699|K-02-111|3 in  3000 2 9/16 in 2000 Alloy|1528.74
700|K-02-112|4 1/16 in  3000 3 1/16 in  5000 Alloy|1641.6
701|K-02-113|4 1/16 in  2000 3 1/16 in  2000 Alloy|1740.96
702|K-02-114|4 1/16 in  2000 4 1/16 in  2000 Alloy|2050.38
703|K-02-115|3 1/16 in  3000 2 1/16 in  5000 Alloy|1247.4
704|K-02-116|3 1/16 in  3000 2 9/16 in 5000 Alloy|1344.6
705|K-02-117|3 1/16 in  3000 3 1/16 in  5000 Alloy|1373.22
706|K-02-118|4 1/16 in  3000 2 1/16 in  5000 Alloy|1642.14
707|K-02-119|4 1/16 in  3000 2 9/16 in 5000 Alloy|1767.42
708|K-02-120|4 1/16 in  3000 3 1/16 in  5000 Alloy|1788.48
709|K-02-121|4 1/16 in  3000 4 1/16 in  5000 Alloy|2038.5
710|K-02-122|2 1/16 in  5000 2 1/16 in  5000 Alloy|991.44
711|K-02-123|2 9/16 in  5000 2 1/16 in  5000 Alloy|1175.58
712|K-02-124|2 9/16 in  5000 2 9/16 in 5000 Alloy|1277.1
713|K-02-125|3 1/16 in  5000 2 1/16 in  5000 Alloy|1384.56
714|K-02-126|3 1/16 in  5000 2 9/16 in 5000 Alloy|1492.56
715|K-02-127|3 1/16 in  5000 3 1/16 in  5000 Alloy|1601.1
716|K-02-128|4 1/16 in  5000 2 1/16 in  5000 Alloy|1801.44
717|K-02-129|4 1/16 in  5000 2 9/16 in 5000 Alloy|1943.46
718|K-02-130|4 1/16 in  5000 3 1/16 in  5000 Alloy|2078.46
719|K-02-131|4 1/16 in  5000 4 1/16 in  5000 Alloy|2357.1
720|K-02-132|1 13/16 in 10000 1 13/16 in 10000 Alloy|1135.08
721|K-02-133|2 1/16 in   10000 1 13/16 in 10000 Alloy|1225.8
722|K-02-134|2 1/16 in   10000 2 1/16 in 10000 Alloy|1271.16
723|K-02-135|2 9/16 in   10000 1 13/16 in 10000 Alloy|1484.46
724|K-02-136|2 9/16 in   10000 2 1/16 in 10000 Alloy|1533.06
725|K-02-137|2 9/16 in   10000 2 9/16 in 10000 Alloy|1688.04
726|K-02-138|3 1/16 in   10000 1 13/16 in 10000 Alloy|1795.5
727|K-02-139|3 1/16 in   10000 2 1/16 in 10000 Alloy|1839.24
728|K-02-140|3 1/16 in   10000 2 9/16 in 10000 Alloy|2007.72
729|K-02-141|3 1/16 in   10000 3 1/16 in  10000 Alloy|2191.86
730|K-02-142|4 1/16 in   10000 1 13/16 in 10000 Alloy|2357.1
731|K-02-143|4 1/16 in   10000 2 1/16 in 10000 Alloy|2383.56
732|K-02-144|4 1/16 in   10000 2 9/16 in 10000 Alloy|2589.3
733|K-02-145|4 1/16 in   10000 3 1/16 in  10000 Alloy|2818.26
734|K-02-146|4 1/16 in   10000 4 1/16 in  10000 Alloy|3193.02
735|K-02-147|1 13/16 in  15000 1 13/16 in 15000 Alloy|1574.64
736|K-02-148|2 1/16 in    15000 1 13/16 in 15000 Alloy|1697.22
737|K-02-149|2 1/16 in    15000 2 1/16 in 15000 Alloy|1770.66
738|K-02-150|2 9/16 in    15000 1 13/16 in 15000 Alloy|2011.5
739|K-02-151|2 9/16 in    15000 2 1/16 in 15000 Alloy|2091.96
740|K-02-152|3 1/16 in    15000 1 13/16 in 15000 Alloy|2434.32
741|K-02-153|3 1/16 in    15000 2 1/16 in 15000 Alloy|2500.2
742|K-02-154|3 1/16 in    15000 2 9/16 in 15000 Alloy|2690.82
743|K-02-155|4 1/16 in    15000 2 1/16 in 15000 Alloy|3306.96
744|K-02-156|4 1/16 in    15000 4 1/16 in    15000 Alloy|4480.92
745|K-02-157|2 1/2 in   2000 2 in 2000 Alloy|708.48
746|K-02-158|3 in  2000 2 in 2000 Alloy|671.76
747|K-02-159|3 in  2000 3 in  2000 Alloy|795.96
748|K-02-160|4 in  2000 2 in 2000 Alloy|884.52
749|K-02-161|3 in  3000 2 in 5000 Alloy|738.18
750|K-02-162|3 in  3000 2 1/2 in  5000 Alloy|816.48
751|K-02-163|3 in  3000 3 in  5000 Alloy|791.64
752|K-02-164|4 in  3000 2 in 5000 Alloy|970.92
753|K-02-165|4 in  3000 4 in  3000 Alloy|1184.76
754|K-02-166|4 1/16 in  3000 3 1/8 in  3000 Stainless Steel|1619.46
755|K-02-167|2 in  5000 2 in 5000 Stainless Steel|936.36
756|K-02-168|2 1/2 in   5000 2 in 5000 Alloy|788.4
757|K-02-169|2 1/2 in   5000 2 in 5000 Stainless Steel|1151.82
758|K-02-170|2 1/2 in   5000 2 1/2 in  5000 Stainless Steel|1270.08
759|K-02-171|2 1/2 in   5000 2 1/2 in  5000 Alloy|866.7
760|K-02-172|3 in  5000 2 1/2 in  5000 Alloy|930.42
761|K-02-173|3 in  5000 2 1/2 in  5000 Stainless Steel|1376.46
762|K-02-174|3 in  5000 3 in  3000 Alloy|973.08
763|K-02-175|3 in  5000 2 in 5000 Stainless Steel|1324.62
764|K-02-176|3 in  5000 2 in 5000 Alloy|910.44
765|K-02-177|3 in  5000 3 in  5000 Alloy|973.62
766|K-02-178|3 in  5000 3 in  5000 Stainless Steel|1476.9
767|K-02-179|4 in  5000 2 1/2 in  5000 Alloy|1266.84
768|K-02-180|2 1/16 in   10000 1 13/16 in 10000 Stainless Steel|1662.12
769|K-02-181|2 9/16 in   10000 1 13/16 in 10000 Stainless Steel|2034.18
770|K-02-182|3 1/16 in   10000 1 13/16 in 10000 Stainless Steel|2506.14
771|K-02-183|3 1/16 in   10000 2 9/16 in 10000 Stainless Steel|2843.64
772|K-02-184|3 1/16 in   10000 3 1/16 in  10000 Stainless Steel|3183.3
773|K-02-185|1 13/16 in  15000 1 13/16 in 15000 Stainless Steel|2201.04
774|K-02-186|2 1/16 in    15000 1 13/16 in 15000 Stainless Steel|2264.22
775|K-02-187|2 9/16 in    15000 1 13/16 in 15000 Stainless Steel|2463.48
776|K-02-188|2 9/16 in    15000 2 9/16 in 15000 Stainless Steel|2885.22
777|K-02-189|3 1/16 in    15000 1 13/16 in 15000 Stainless Steel|3070.98
778|K-02-190|3 1/16 in    15000 2 9/16 in 15000 Stainless Steel|3609.9
779|K-02-191|2 9/16 in    20000 2 9/16 in 20000 Alloy|1828.44
780|K-03-105|2 1/16 in  2000 2 1/16 in  2000 Alloy|659.4
781|K-03-106|2 9/16 in  2000 2 1/16 in  2000 Alloy|761.1
782|K-03-107|2 9/16 in  2000 2 9/16 in 2000 Alloy|843
783|K-03-108|3 1/16 in  2000 2 1/16 in  2000 Alloy|790.8
784|K-03-109|3 1/16 in  2000 2 9/16 in 2000 Alloy|880.8
785|K-03-110|3 1/16 in  2000 3 1/16 in  2000 Alloy|918.3
786|K-03-111|4 1/16 in  2000 2 1/16 in  2000 Alloy|957.6
787|K-03-112|4 1/16 in  2000 2 9/16 in 2000 Alloy|1045.5
788|K-03-113|4 1/16 in  2000 3 1/16 in  2000 Alloy|1119.6
789|K-03-114|4 1/16 in  2000 4 1/16 in  2000 Alloy|1341.9
790|K-03-115|3 1/16 in  3000 2 1/16 in  5000 Alloy|790.8
791|K-03-116|3 1/16 in  3000 2 9/16 in 5000 Alloy|880.8
792|K-03-117|3 1/16 in  3000 3 1/16 in  5000 Alloy|918.3
793|K-03-118|4 1/16 in  3000 2 1/16 in  5000 Alloy|1046.1
794|K-03-119|4 1/16 in  3000 2 9/16 in 5000 Alloy|1115.4
795|K-03-120|4 1/16 in  3000 3 1/16 in  5000 Alloy|1153.2
796|K-03-121|4 1/16 in  3000 4 1/16 in  5000 Alloy|1341.9
797|K-03-122|2 1/16 in  5000 2 1/16 in  5000 Alloy|659.4
798|K-03-123|2 9/16 in  5000 2 1/16 in  5000 Alloy|761.1
799|K-03-124|2 9/16 in  5000 2 9/16 in 5000 Alloy|843
800|K-03-125|3 1/16 in  5000 2 1/16 in  5000 Alloy|877.8
801|K-03-126|3 1/16 in  5000 2 9/16 in 5000 Alloy|965.7
802|K-03-127|3 1/16 in  5000 3 1/16 in  5000 Alloy|1049.7
803|K-03-128|4 1/16 in  5000 2 1/16 in  5000 Alloy|1103.7
804|K-03-129|4 1/16 in  5000 2 9/16 in 5000 Alloy|1213.5
805|K-03-130|4 1/16 in  5000 3 1/16 in  5000 Alloy|1314
806|K-03-131|4 1/16 in  5000 4 1/16 in  5000 Alloy|1521.3
807|K-03-132|1 13/16 in 10000 1 13/16 in 10000 Alloy|766.2
808|K-03-133|2 1/16 in   10000 1 13/16 in 10000 Alloy|821.4
809|K-03-134|2 1/16 in   10000 2 1/16 in 10000 Alloy|865.8
810|K-03-135|2 9/16 in   10000 1 13/16 in 10000 Alloy|961.5
811|K-03-136|2 9/16 in   10000 2 1/16 in 10000 Alloy|1011
812|K-03-137|2 9/16 in   10000 2 9/16 in 10000 Alloy|1132.2
813|K-03-138|3 1/16 in   10000 1 13/16 in 10000 Alloy|1132.5
814|K-03-139|3 1/16 in   10000 2 1/16 in 10000 Alloy|1182.6
815|K-03-140|3 1/16 in   10000 2 9/16 in 10000 Alloy|1322.1
816|K-03-141|3 1/16 in   10000 3 1/16 in  10000 Alloy|1459.5
817|K-03-142|4 1/16 in   10000 1 13/16 in 10000 Alloy|1438.2
818|K-03-143|4 1/16 in   10000 2 1/16 in 10000 Alloy|1488.9
819|K-03-144|4 1/16 in   10000 2 9/16 in 10000 Alloy|1635.9
820|K-03-145|4 1/16 in   10000 3 1/16 in  10000 Alloy|1819.2
821|K-03-146|4 1/16 in   10000 4 1/16 in  10000 Alloy|2086.2
822|K-03-147|1 13/16 in  15000 1 13/16 in 15000 Alloy|1058.1
823|K-03-148|2 1/16 in    15000 1 13/16 in 15000 Alloy|1140.9
824|K-03-149|2 1/16 in    15000 2 1/16 in 15000 Alloy|1203.6
825|K-03-150|2 9/16 in    15000 1 13/16 in 15000 Alloy|1309.2
826|K-03-151|2 9/16 in    15000 2 1/16 in 15000 Alloy|1389
827|K-03-152|3 1/16 in    15000 1 13/16 in 15000 Alloy|1540.8
828|K-03-153|3 1/16 in    15000 2 1/16 in 15000 Alloy|1615.2
829|K-03-154|3 1/16 in    15000 2 9/16 in 15000 Alloy|1776.9
830|K-03-155|4 1/16 in    15000 2 1/16 in 15000 Alloy|2059.5
831|K-03-156|4 1/16 in    15000 4 1/16 in    15000 Alloy|2898.6
832|K-03-157|2 in  2000 2 in 2000 Alloy|391.2
833|K-03-158|2 1/2 in   2000 2 in 2000 Alloy|473.1
834|K-03-159|3 in  2000 2 in 2000 Alloy|438.6
835|K-03-160|4 in  2000 2 in 2000 Alloy|554.7
836|K-03-161|4 in  2000 3 in  2000 Alloy|619.5
837|K-03-162|4 in  2000 4 in  2000 Alloy|770.7
838|K-03-163|6 in  2000 4 in  2000 Alloy|1550.4
839|K-03-164|7 in 1/16 in  2000 7 1/16 in  2000 Alloy|1994.7
840|K-03-165|3 in  3000 3 in  3000 Alloy|524.4
841|K-03-166|4 in  3000 3 in  3000 Alloy|661.8
842|K-03-167|4 1/16 in  3000 4 1/16 in  3000 Alloy|770.7
843|K-03-168|7 1/16 in  3000 4 1/16 in  3000 Alloy|1291.5
844|K-03-169|3 1/8 in 3000 2 1/16 in  5000 Alloy|483.6
845|K-03-170|4 in  3000 2 in 5000 Alloy|612.9
846|K-03-171|2 1/2 in   5000 3 in  5000 Alloy|552.3
847|K-03-172|2 in  5000 2 in 5000 Alloy|429.3
848|K-03-173|2 1/2 in   5000 2 1/2 in  5000 Alloy|579.9
849|K-03-174|2 9/16 in  5000 2 1/16 in  5000 Stainless Steel|713.1
850|K-03-175|2 9/16 in  5000 2 9/16 in 5000 Stainless Steel|802.5
851|K-03-176|3 in  5000 2 in 5000 Alloy|579.3
852|K-03-177|3 in  5000 2 1/2 in  5000 Alloy|638.4
853|K-03-178|3 in  5000 3 in  5000 Alloy|657.9
854|K-03-179|3 1/8 in  5000 2 1/16 in  5000 Stainless Steel|839.7
855|K-03-180|3 1/8 in  5000 2 9/16 in 5000 Stainless Steel|910.5
856|K-03-181|3 1/8 in  5000 3 1/8 in  5000 Stainless Steel|927
857|K-03-182|4 in  5000 2 in 5000 Alloy|720.3
858|K-03-183|4 in  5000 2 1/2 in  5000 Alloy|802.2
859|K-03-184|4 in  5000 3 in  5000 Alloy|852.9
860|K-03-185|4 in  5000 4 in  5000 Alloy|990.3
861|K-03-186|4 1/16 in  5000 2 1/16 in  5000 Stainless Steel|1005.6
862|K-03-187|4 1/16 in  5000 2 9/16 in 5000 Stainless Steel|1672.8
863|K-03-188|2 9/16 in   10000 1 13/16 in 10000 Stainless Steel|1229.1
864|K-03-189|2 9/16 in   10000 2 9/16 in 10000 Stainless Steel|1391.7
865|K-03-190|3 1/16 in   10000 1 13/16 in 10000 Stainless Steel|1490.7
866|K-03-191|3 1/16 in   10000 2 1/16 in 10000 Stainless Steel|1538.1
867|K-03-193|3 1/16 in   10000 3 1/16 in  10000 Stainless Steel|1916.1
868|K-03-194|4 1/16 in   10000 1 13/16 in 10000 Stainless Steel|1992
869|K-03-195|4 1/16 in   10000 2 9/16 in 10000 Stainless Steel|2239.5
870|K-03-196|4 1/16 in   10000 4 1/16 in  10000 Stainless Steel|2928.6
871|K-03-197|2 1/16 in    15000 1 13/16 in 15000 Stainless Steel|1391.4
872|K-03-198|2 9/16 in    15000 1 13/16 in 15000 Stainless Steel|1668.9
873|K-03-199|3 1/16 in    15000 1 13/16 in 15000 Stainless Steel|1971.3
874|K-03-200|3 1/16 in    15000 2 1/16 in 15000 Stainless Steel|2007.3
875|K-03-201|3 1/16 in    15000 2 9/16 in 15000 Stainless Steel|2176.5
876|K-03-202|2 9/16 in    20000 1 13/16 in 20000 Alloy|1287
877|K-04-124|Adjustable N-60 1 in           3000 LPT - LPT|993.75
878|K-04-125|Adjustable N-60 1 in           3000 LPT - LPT|1359.45
879|K-04-126|Adjustable N-60 1 in           5000 LPT - LPT|993.75
880|K-04-127|Adjustable N-60 1 in           5000 LPT - LPT|1359.45
881|K-04-128|Adjustable N-60 2 in           3000 LPT - LPT|763.2
882|K-04-129|Adjustable N-60 2 in           3000 LPT - LPT|1128.9
883|K-04-130|Adjustable N-60 2 in           3000 LPT - LPT|763.2
884|K-04-131|Adjustable N-60 2 in           3000 LPT - LPT|1216.35
885|K-04-132|Adjustable N-60 2 in           5000 LPT - LPT|763.2
886|K-04-133|Adjustable N-60 2 in           5000 LPT - LPT|1128.9
887|K-04-134|Adjustable N-60 2 in           5000 LPT - LPT|763.2
888|K-04-135|Adjustable N-60 2 in           5000 LPT - LPT|1216.35
889|K-04-136|Adjustable N-62 2 in           2000 Flg - Flg|1637.7
890|K-04-137|Adjustable N-62 2 in           2000 Flg - Flg|1852.35
891|K-04-138|Adjustable N-62 2 in           2000 Flg - Flg|3677.67
892|K-04-139|Adjustable N-62 2 in           5000 Flg - Flg|1844.4
893|K-04-140|Adjustable N-62 2 in           5000 Flg - Flg|2186.25
894|K-04-141|Adjustable N-62 2 in           5000 Flg - Flg|3863.7
895|K-04-142|Adjustable JWA 1 - 13/16 in  10000 Flg - Flg|3092.55
896|K-04-143|Adjustable JWA 1 - 13/16 in  10000 Flg - Flg|3529.8
897|K-04-144|Adjustable JWA 1 - 13/16 in  10000 Flg - Flg|5660.4
898|K-04-145|Adjustable JWA 1 - 13/16 in  15000 Flg - Flg|4841.55
899|K-04-146|Adjustable JWA 1 - 13/16 in  15000 Flg - Flg|5262.9
900|K-04-147|Adjustable JWA 2 in           5000 Flg - Flg|2098.8
901|K-04-148|Adjustable JWA 2 in           5000 Flg - Flg|2790.45
902|K-04-149|Adjustable JWA 2 in           5000 Flg - Flg|4165.8
903|K-04-150|Adjustable JWA 2 - 1/16 in    10000 Flg - Flg|3895.5
904|K-04-151|Adjustable JWA 2 - 1/16 in    10000 Flg - Flg|4356.6
905|K-04-152|Adjustable JWA 2 - 1/16 in    10000 Flg - Flg|6018.15
906|K-04-154|Adjustable H2 2 - 9/16 in      5000 Flg - Flg|6296.4
907|K-04-155|Adjustable H2 2 - 9/16 in      5000 Flg - Flg|6837
908|K-04-156|Adjustable H2 2 - 9/16 in      5000 Flg - Flg|4865.4
909|K-04-157|Adjustable H2 2 - 9/16 in    10000 Flg - Flg|9341.25
910|K-04-158|Adjustable H2 2 - 9/16 in    10000 Flg - Flg|9873.9
911|K-04-159|Adjustable H2 2 - 9/16 in    10000 Flg - Flg|7897.53
912|K-04-160|Adjustable H2 3 - 1/8 in        3000 Flg - Flg|6630.3
913|K-04-161|Adjustable H2 3 - 1/8 in        3000 Flg - Flg|10244.37
914|K-04-162|Adjustable H2 3 - 1/8 in        3000 Flg - Flg|4658.7
915|K-04-163|Adjustable H2 3 - 1/8 in        5000 Flg - Flg|6574.65
916|K-04-164|Adjustable H2 3 - 1/8 in        5000 Flg - Flg|7115.25
917|K-04-165|Adjustable H2 3 - 1/8 in        5000 Flg - Flg|10494
918|K-04-166|Adjustable H2 3 - 1/8 in        5000 Flg - Flg|5143.65
919|K-04-167|Adjustable H2 3 - 1/16 in    10000 Flg - Flg|9699
920|K-04-168|Adjustable H2 3 - 1/16 in    10000 Flg - Flg|10231.65
921|K-04-169|Adjustable H2 3 - 1/16 in    10000 Flg - Flg|13403.7
922|K-04-170|Adjustable H2 3 - 1/16 in    10000 Flg - Flg|8260.05
923|K-04-171|Adjustable H2 4 - 1/16 in      5000 Flg - Flg|8427
924|K-04-172|Adjustable H2 4 - 1/16 in    10000 Flg - Flg|11137.95
925|K-05-1|Handwheel Operated Threaded End 2 in|410.86
926|K-05-10|Handwheel Operated Threaded End 4 in|1232.57
927|K-05-100|Handwheel Operated Flanged End 2 1/16 in|2094.14
928|K-05-101|Handwheel Operated Flanged End 2 1/16 in|2158.58
929|K-05-102|Handwheel Operated Flanged End 2 1/16 in|2284.09
930|K-05-103|Handwheel Operated Flanged End 2 9/16 in|2596.58
931|K-05-104|Handwheel Operated Flanged End 2 9/16 in|2705.54
932|K-05-105|Handwheel Operated Flanged End 2 9/16 in|2944.26
933|K-05-106|Handwheel Operated Flanged End 3 1/8 in|3006.58
934|K-05-107|Handwheel Operated Flanged End 3 1/8 in|3182.54
935|K-05-108|Handwheel Operated Flanged End 3 1/8 in|3610.78
936|K-05-109|Handwheel Operated Flanged End 4 1/16 in|4506.7
937|K-05-11|Handwheel Operated Threaded End 4 in|1426.34
938|K-05-110|Handwheel Operated Flanged End 4 1/16 in|4727.18
939|K-05-111|Handwheel Operated Flanged End 4 1/16 in|5477.66
940|K-05-112|Handwheel Operated Flanged End 7 1/16 in|5370.65
941|K-05-113|Handwheel Operated Flanged End 7 1/16 in|5881.64
942|K-05-114|Handwheel Operated Flanged End 7 1/16 in|9344.79
943|K-05-115|Handwheel Operated Flanged End 7 1/16 in|6613.68
944|K-05-116|Handwheel Operated Flanged End 7 1/16 in|10721.24
945|K-05-117|Handwheel Operated Flanged End 7 1/16 in|5370.65
946|K-05-118|Handwheel Operated Flanged End 7 1/16 in|5881.64
947|K-05-119|Handwheel Operated Flanged End 7 1/16 in|9344.79
948|K-05-12|Handwheel Operated Threaded End 4 in|1892.74
949|K-05-120|Handwheel Operated Flanged End 7 1/16 in|6613.68
950|K-05-121|Handwheel Operated Flanged End 7 1/16 in|10721.24
951|K-05-122|Handwheel Operated Flanged End 7 1/16 in|6153.7
952|K-05-123|Handwheel Operated Flanged End 7 1/16 in|6738.38
953|K-05-124|Handwheel Operated Flanged End 7 1/16 in|10708.6
954|K-05-125|Handwheel Operated Flanged End 7 1/16 in|7577.68
955|K-05-126|Handwheel Operated Flanged End 7 1/16 in|12283.86
956|K-05-13|Handwheel Operated Threaded End 2 in|582.58
957|K-05-14|Handwheel Operated Threaded End 2 in|790.34
958|K-05-140|Handwheel Operated Flanged End 1 13/16 in|1838.46
959|K-05-141|Handwheel Operated Flanged End 1 13/16 in|4248.9
960|K-05-142|Handwheel Operated Flanged End 2 1/16 in|3072.73
961|K-05-143|Handwheel Operated Flanged End 2 1/16 in|5622.24
962|K-05-144|Handwheel Operated Flanged End 2 9/16 in|3647.67
963|K-05-145|Handwheel Operated Flanged End 2 9/16 in|6781.46
964|K-05-146|Handwheel Operated Flanged End 3 1/16 in|6116.62
965|K-05-147|Handwheel Operated Flanged End 3 1/16 in|9334.36
966|K-05-148|Handwheel Operated Flanged End 4 1/16 in|7477.24
967|K-05-149|Handwheel Operated Flanged End 4 1/16 in|11635.83
968|K-05-15|Handwheel Operated Threaded End 2 in|970.96
969|K-05-150|Handwheel Operated Flanged End 1 13/16 in|2583.43
970|K-05-151|Handwheel Operated Flanged End 1 13/16 in|5080.79
971|K-05-152|Handwheel Operated Flanged End 2 1/16 in|3330.94
972|K-05-153|Handwheel Operated Flanged End 2 1/16 in|6153.09
973|K-05-154|Handwheel Operated Flanged End 2 9/16 in|3956.77
974|K-05-155|Handwheel Operated Flanged End 2 9/16 in|7417.03
975|K-05-156|Handwheel Operated Flanged End 3 1/16 in|6574.97
976|K-05-157|Handwheel Operated Flanged End 3 1/16 in|10910.79
977|K-05-158|Handwheel Operated Flanged End 4 1/16 in|10064.06
978|K-05-159|Handwheel Operated Flanged End 4 1/16 in|15893.22
979|K-05-16|Handwheel Operated Threaded End 2 1/2 in|790.34
980|K-05-160|Handwheel Operated Flanged End 1 13/16 in|2291.72
981|K-05-161|Handwheel Operated Flanged End 1 13/16 in|4672.9
982|K-05-162|Handwheel Operated Flanged End 2 1/16 in|3302.96
983|K-05-163|Handwheel Operated Flanged End 2 1/16 in|6068.29
984|K-05-164|Handwheel Operated Flanged End 2 9/16 in|3845.68
985|K-05-165|Handwheel Operated Flanged End 2 9/16 in|7284.74
986|K-05-166|Handwheel Operated Flanged End 3 1/16 in|6498.22
987|K-05-167|Handwheel Operated Flanged End 3 1/16 in|9966.12
988|K-05-168|Handwheel Operated Flanged End 4 1/16 in|8363.4
989|K-05-169|Handwheel Operated Flanged End 4 1/16 in|12463.06
990|K-05-17|Handwheel Operated Threaded End 2 1/2 in|1025.23
991|K-05-170|Handwheel Operated Flanged End 1 13/16 in|3054.07
992|K-05-171|Handwheel Operated Flanged End 1 13/16 in|5504.37
993|K-05-172|Handwheel Operated Flanged End 2 1/16 in|3808.37
994|K-05-173|Handwheel Operated Flanged End 2 1/16 in|6598.71
995|K-05-174|Handwheel Operated Flanged End 2 9/16 in|4496.94
996|K-05-175|Handwheel Operated Flanged End 2 9/16 in|7920.74
997|K-05-176|Handwheel Operated Flanged End 3 1/16 in|7710.44
998|K-05-177|Handwheel Operated Flanged End 3 1/16 in|11542.98
999|K-05-178|Handwheel Operated Flanged End 4 1/16 in|10949.38
1000|K-05-179|Handwheel Operated Flanged End 4 1/16 in|16712.81
1001|K-05-18|Handwheel Operated Threaded End 2 1/2 in|1187.2
1002|K-05-19|Handwheel Operated Threaded End 3 in|955.7
1003|K-05-2|Handwheel Operated Threaded End 2 in|591.48
1004|K-05-20|Handwheel Operated Threaded End 3 in|1210.1
1005|K-05-21|Handwheel Operated Threaded End 3 in|1417.86
1006|K-05-22|Handwheel Operated Threaded End 4 in|1649.78
1007|K-05-23|Handwheel Operated Threaded End 4 in|1816.84
1008|K-05-24|Handwheel Operated Threaded End 4 in|2320.55
1009|K-05-3|Handwheel Operated Threaded End 2 in|759.81
1010|K-05-30|Handwheel Operated Threaded End 2 in|946.79
1011|K-05-31|Handwheel Operated Threaded End 2 in|1074.42
1012|K-05-32|Handwheel Operated Threaded End 2 in|1244.44
1013|K-05-33|Handwheel Operated Threaded End 2 1/2 in|1219.42
1014|K-05-34|Handwheel Operated Threaded End 2 1/2 in|1341.11
1015|K-05-35|Handwheel Operated Threaded End 2 1/2 in|1492.9
1016|K-05-36|Handwheel Operated Threaded End 3 in|1477.64
1017|K-05-37|Handwheel Operated Threaded End 3 in|1614.17
1018|K-05-38|Handwheel Operated Threaded End 3 in|1806.66
1019|K-05-39|Handwheel Operated Threaded End 4 in|2267.13
1020|K-05-4|Handwheel Operated Threaded End 2 1/2 in|564.77
1021|K-05-40|Handwheel Operated Threaded End 4 in|2300.2
1022|K-05-41|Handwheel Operated Threaded End 4 in|2785.26
1023|K-05-5|Handwheel Operated Threaded End 2 1/2 in|788.22
1024|K-05-50|Handwheel Operated Flanged End 2 1/16 in|521.94
1025|K-05-51|Handwheel Operated Flanged End 2 1/16 in|731.4
1026|K-05-52|Handwheel Operated Flanged End 2 1/16 in|970.11
1027|K-05-53|Handwheel Operated Flanged End 2 9/16 in|688.15
1028|K-05-54|Handwheel Operated Flanged End 2 9/16 in|936.19
1029|K-05-55|Handwheel Operated Flanged End 2 9/16 in|1211.37
1030|K-05-550|Prepped for Actuator Flanged End 2 1/16 in|417.22
1031|K-05-551|Prepped for Actuator Flanged End 2 1/16 in|585.12
1032|K-05-552|Prepped for Actuator Flanged End 2 1/16 in|775.07
1033|K-05-553|Prepped for Actuator Flanged End 2 9/16 in|550.78
1034|K-05-554|Prepped for Actuator Flanged End 2 9/16 in|748.78
1035|K-05-555|Prepped for Actuator Flanged End 2 9/16 in|968.84
1036|K-05-556|Prepped for Actuator Flanged End 3 1/8 in|683.49
1037|K-05-557|Prepped for Actuator Flanged End 3 1/8 in|882.77
1038|K-05-558|Prepped for Actuator Flanged End 3 1/8 in|1246.56
1039|K-05-559|Prepped for Actuator Flanged End 4 1/16 in|1059.15
